case,grader,radius_um,cc_id,area_px,area_mm2
asai 20230314,g1,20,98,2,8.8888889e-05
asai 20230314,g1,20,99,2,8.8888889e-05
asai 20230314,g1,20,100,5,0.00022222222
asai 20230314,g1,20,103,8,0.00035555556
asai 20230314,g1,20,105,14,0.00062222222
asai 20230314,g1,20,112,5,0.00022222222
asai 20230314,g1,20,121,2,8.8888889e-05
asai 20230314,g1,20,133,1,4.4444444e-05
asai 20230314,g1,20,139,5,0.00022222222
asai 20230314,g1,20,148,2,8.8888889e-05
asai 20230314,g1,20,150,1,4.4444444e-05
asai 20230314,g1,20,153,2,8.8888889e-05
asai 20230314,g1,20,166,2,8.8888889e-05
asai 20230314,g1,20,171,3,0.00013333333
asai 20230314,g1,20,178,7,0.00031111111
asai 20230314,g2,20,2,3,0.00013333333
asai 20230314,g2,20,5,2,8.8888889e-05
asai 20230314,g2,20,6,1,4.4444444e-05
asai 20230314,g2,20,8,2,8.8888889e-05
asai 20230314,g2,20,9,8,0.00035555556
asai 20230314,g2,20,12,16,0.00071111111
asai 20230314,g2,20,13,11,0.00048888889
asai 20230314,g2,20,15,17,0.00075555556
asai 20230314,g2,20,30,13,0.00057777778
asai 20230314,g2,20,45,3,0.00013333333
asai 20230314,g2,20,49,9,0.0004
asai 20230314,g2,20,52,1,4.4444444e-05
asai 20230314,g2,20,62,6,0.00026666667
asai 20230314,g2,20,66,1,4.4444444e-05
asai 20230314,g2,20,73,5,0.00022222222
asai 20230314,g2,20,74,4,0.00017777778
asai 20230314,g2,20,76,5,0.00022222222
asai 20230314,g2,20,78,8,0.00035555556
asai 20230314,g2,20,79,6,0.00026666667
asai 20230314,g2,20,83,6,0.00026666667
asai 20230314,g2,20,84,9,0.0004
asai 20230314,g2,20,88,6,0.00026666667
asai 20230314,g2,20,89,2,8.8888889e-05
asai 20230314,g2,20,95,12,0.00053333333
asai 20230314,g2,20,99,2,8.8888889e-05
asai 20230314,g2,20,103,1,4.4444444e-05
asai 20230314,g2,20,112,12,0.00053333333
asai 20230314,g2,20,116,6,0.00026666667
asai 20230314,g2,20,120,4,0.00017777778
asai 20230314,g2,20,125,2,8.8888889e-05
asai 20230314,g2,20,126,1,4.4444444e-05
asai 20230314,g2,20,128,1,4.4444444e-05
asai 20230314,g2,20,139,4,0.00017777778
asai 20230314,g2,20,163,3,0.00013333333
asai 20230314,g2,20,166,5,0.00022222222
asai 20230314,g2,20,168,4,0.00017777778
asai 20230314,g2,20,169,20,0.00088888889
asai 20230314,g2,20,170,11,0.00048888889
asai 20230314,g2,20,184,3,0.00013333333
asai 20230314,g2,20,193,1,4.4444444e-05
asai 20230314,g2,20,201,2,8.8888889e-05
asai 20230314,g2,20,202,1,4.4444444e-05
asai 20230314,g2,20,204,7,0.00031111111
asai 20230314,g2,20,209,2,8.8888889e-05
asai 20230314,g2,20,226,1,4.4444444e-05
asai 20230314,g2,20,229,1,4.4444444e-05
asai 20230314,g2,20,231,5,0.00022222222
asai 20230314,g2,20,232,4,0.00017777778
asai 20230314,g1,30,1,14,0.00062222222
asai 20230314,g1,30,2,15,0.00066666667
asai 20230314,g1,30,3,21,0.00093333333
asai 20230314,g1,30,4,4,0.00017777778
asai 20230314,g1,30,5,4,0.00017777778
asai 20230314,g1,30,7,2,8.8888889e-05
asai 20230314,g1,30,9,2,8.8888889e-05
asai 20230314,g1,30,10,1,4.4444444e-05
asai 20230314,g1,30,11,1,4.4444444e-05
asai 20230314,g1,30,12,2,8.8888889e-05
asai 20230314,g1,30,15,3,0.00013333333
asai 20230314,g1,30,17,2,8.8888889e-05
asai 20230314,g1,30,25,5,0.00022222222
asai 20230314,g1,30,73,2,8.8888889e-05
asai 20230314,g1,30,87,8,0.00035555556
asai 20230314,g1,30,94,1,4.4444444e-05
asai 20230314,g1,30,101,2,8.8888889e-05
asai 20230314,g1,30,102,2,8.8888889e-05
asai 20230314,g1,30,103,5,0.00022222222
asai 20230314,g1,30,106,16,0.00071111111
asai 20230314,g1,30,108,19,0.00084444444
asai 20230314,g1,30,111,1,4.4444444e-05
asai 20230314,g1,30,113,16,0.00071111111
asai 20230314,g1,30,125,2,8.8888889e-05
asai 20230314,g1,30,138,1,4.4444444e-05
asai 20230314,g1,30,142,5,0.00022222222
asai 20230314,g1,30,151,2,8.8888889e-05
asai 20230314,g1,30,153,1,4.4444444e-05
asai 20230314,g1,30,156,2,8.8888889e-05
asai 20230314,g1,30,167,4,0.00017777778
asai 20230314,g1,30,170,2,8.8888889e-05
asai 20230314,g1,30,172,3,0.00013333333
asai 20230314,g1,30,174,4,0.00017777778
asai 20230314,g1,30,177,23,0.0010222222
asai 20230314,g1,30,184,7,0.00031111111
asai 20230314,g2,30,1,7,0.00031111111
asai 20230314,g2,30,3,2,8.8888889e-05
asai 20230314,g2,30,5,6,0.00026666667
asai 20230314,g2,30,6,1,4.4444444e-05
asai 20230314,g2,30,8,2,8.8888889e-05
asai 20230314,g2,30,10,1,4.4444444e-05
asai 20230314,g2,30,11,1,4.4444444e-05
asai 20230314,g2,30,12,1,4.4444444e-05
asai 20230314,g2,30,13,2,8.8888889e-05
asai 20230314,g2,30,14,8,0.00035555556
asai 20230314,g2,30,17,16,0.00071111111
asai 20230314,g2,30,18,11,0.00048888889
asai 20230314,g2,30,20,22,0.00097777778
asai 20230314,g2,30,35,13,0.00057777778
asai 20230314,g2,30,50,3,0.00013333333
asai 20230314,g2,30,54,10,0.00044444444
asai 20230314,g2,30,57,1,4.4444444e-05
asai 20230314,g2,30,67,6,0.00026666667
asai 20230314,g2,30,77,5,0.00022222222
asai 20230314,g2,30,79,4,0.00017777778
asai 20230314,g2,30,80,5,0.00022222222
asai 20230314,g2,30,82,8,0.00035555556
asai 20230314,g2,30,83,6,0.00026666667
asai 20230314,g2,30,87,6,0.00026666667
asai 20230314,g2,30,89,12,0.00053333333
asai 20230314,g2,30,92,6,0.00026666667
asai 20230314,g2,30,93,2,8.8888889e-05
asai 20230314,g2,30,96,5,0.00022222222
asai 20230314,g2,30,100,12,0.00053333333
asai 20230314,g2,30,104,2,8.8888889e-05
asai 20230314,g2,30,108,1,4.4444444e-05
asai 20230314,g2,30,117,13,0.00057777778
asai 20230314,g2,30,121,6,0.00026666667
asai 20230314,g2,30,125,8,0.00035555556
asai 20230314,g2,30,130,2,8.8888889e-05
asai 20230314,g2,30,131,2,8.8888889e-05
asai 20230314,g2,30,133,1,4.4444444e-05
asai 20230314,g2,30,137,3,0.00013333333
asai 20230314,g2,30,146,4,0.00017777778
asai 20230314,g2,30,169,3,0.00013333333
asai 20230314,g2,30,171,48,0.0021333333
asai 20230314,g2,30,173,5,0.00022222222
asai 20230314,g2,30,175,4,0.00017777778
asai 20230314,g2,30,176,12,0.00053333333
asai 20230314,g2,30,190,3,0.00013333333
asai 20230314,g2,30,199,1,4.4444444e-05
asai 20230314,g2,30,204,12,0.00053333333
asai 20230314,g2,30,208,7,0.00031111111
asai 20230314,g2,30,209,2,8.8888889e-05
asai 20230314,g2,30,210,1,4.4444444e-05
asai 20230314,g2,30,212,7,0.00031111111
asai 20230314,g2,30,215,8,0.00035555556
asai 20230314,g2,30,218,2,8.8888889e-05
asai 20230314,g2,30,235,1,4.4444444e-05
asai 20230314,g2,30,238,9,0.0004
asai 20230314,g2,30,239,1,4.4444444e-05
asai 20230314,g2,30,241,5,0.00022222222
asai 20230314,g2,30,242,4,0.00017777778
asai 20230314,g2,30,244,3,0.00013333333
asai 20230314,g1,50,1,14,0.00062222222
asai 20230314,g1,50,2,17,0.00075555556
asai 20230314,g1,50,3,27,0.0012
asai 20230314,g1,50,4,4,0.00017777778
asai 20230314,g1,50,5,4,0.00017777778
asai 20230314,g1,50,6,22,0.00097777778
asai 20230314,g1,50,9,2,8.8888889e-05
asai 20230314,g1,50,10,1,4.4444444e-05
asai 20230314,g1,50,11,1,4.4444444e-05
asai 20230314,g1,50,12,2,8.8888889e-05
asai 20230314,g1,50,15,3,0.00013333333
asai 20230314,g1,50,17,1,4.4444444e-05
asai 20230314,g1,50,18,2,8.8888889e-05
asai 20230314,g1,50,26,5,0.00022222222
asai 20230314,g1,50,74,4,0.00017777778
asai 20230314,g1,50,88,8,0.00035555556
asai 20230314,g1,50,95,1,4.4444444e-05
asai 20230314,g1,50,102,2,8.8888889e-05
asai 20230314,g1,50,103,2,8.8888889e-05
asai 20230314,g1,50,104,5,0.00022222222
asai 20230314,g1,50,107,17,0.00075555556
asai 20230314,g1,50,109,1,4.4444444e-05
asai 20230314,g1,50,110,43,0.0019111111
asai 20230314,g1,50,111,19,0.00084444444
asai 20230314,g1,50,114,1,4.4444444e-05
asai 20230314,g1,50,127,2,8.8888889e-05
asai 20230314,g1,50,134,1,4.4444444e-05
asai 20230314,g1,50,141,1,4.4444444e-05
asai 20230314,g1,50,145,5,0.00022222222
asai 20230314,g1,50,152,1,4.4444444e-05
asai 20230314,g1,50,155,2,8.8888889e-05
asai 20230314,g1,50,157,1,4.4444444e-05
asai 20230314,g1,50,160,2,8.8888889e-05
asai 20230314,g1,50,166,20,0.00088888889
asai 20230314,g1,50,172,23,0.0010222222
asai 20230314,g1,50,175,2,8.8888889e-05
asai 20230314,g1,50,177,31,0.0013777778
asai 20230314,g1,50,180,60,0.0026666667
asai 20230314,g1,50,188,7,0.00031111111
asai 20230314,g1,50,189,6,0.00026666667
asai 20230314,g2,50,1,19,0.00084444444
asai 20230314,g2,50,3,4,0.00017777778
asai 20230314,g2,50,5,6,0.00026666667
asai 20230314,g2,50,6,1,4.4444444e-05
asai 20230314,g2,50,8,2,8.8888889e-05
asai 20230314,g2,50,10,2,8.8888889e-05
asai 20230314,g2,50,11,1,4.4444444e-05
asai 20230314,g2,50,12,3,0.00013333333
asai 20230314,g2,50,13,1,4.4444444e-05
asai 20230314,g2,50,14,2,8.8888889e-05
asai 20230314,g2,50,15,8,0.00035555556
asai 20230314,g2,50,18,16,0.00071111111
asai 20230314,g2,50,19,11,0.00048888889
asai 20230314,g2,50,21,22,0.00097777778
asai 20230314,g2,50,36,13,0.00057777778
asai 20230314,g2,50,51,3,0.00013333333
asai 20230314,g2,50,55,10,0.00044444444
asai 20230314,g2,50,58,1,4.4444444e-05
asai 20230314,g2,50,68,6,0.00026666667
asai 20230314,g2,50,78,5,0.00022222222
asai 20230314,g2,50,80,1,4.4444444e-05
asai 20230314,g2,50,81,4,0.00017777778
asai 20230314,g2,50,82,5,0.00022222222
asai 20230314,g2,50,84,8,0.00035555556
asai 20230314,g2,50,85,6,0.00026666667
asai 20230314,g2,50,90,6,0.00026666667
asai 20230314,g2,50,91,14,0.00062222222
asai 20230314,g2,50,94,6,0.00026666667
asai 20230314,g2,50,95,2,8.8888889e-05
asai 20230314,g2,50,98,9,0.0004
asai 20230314,g2,50,102,12,0.00053333333
asai 20230314,g2,50,106,2,8.8888889e-05
asai 20230314,g2,50,110,1,4.4444444e-05
asai 20230314,g2,50,115,4,0.00017777778
asai 20230314,g2,50,120,13,0.00057777778
asai 20230314,g2,50,124,6,0.00026666667
asai 20230314,g2,50,128,8,0.00035555556
asai 20230314,g2,50,133,2,8.8888889e-05
asai 20230314,g2,50,134,2,8.8888889e-05
asai 20230314,g2,50,136,1,4.4444444e-05
asai 20230314,g2,50,138,21,0.00093333333
asai 20230314,g2,50,149,4,0.00017777778
asai 20230314,g2,50,172,3,0.00013333333
asai 20230314,g2,50,174,76,0.0033777778
asai 20230314,g2,50,176,5,0.00022222222
asai 20230314,g2,50,178,4,0.00017777778
asai 20230314,g2,50,179,12,0.00053333333
asai 20230314,g2,50,190,9,0.0004
asai 20230314,g2,50,194,3,0.00013333333
asai 20230314,g2,50,203,1,4.4444444e-05
asai 20230314,g2,50,205,10,0.00044444444
asai 20230314,g2,50,209,24,0.0010666667
asai 20230314,g2,50,213,12,0.00053333333
asai 20230314,g2,50,214,2,8.8888889e-05
asai 20230314,g2,50,215,1,4.4444444e-05
asai 20230314,g2,50,217,7,0.00031111111
asai 20230314,g2,50,220,29,0.0012888889
asai 20230314,g2,50,223,2,8.8888889e-05
asai 20230314,g2,50,240,1,4.4444444e-05
asai 20230314,g2,50,243,39,0.0017333333
asai 20230314,g2,50,244,1,4.4444444e-05
asai 20230314,g2,50,246,5,0.00022222222
asai 20230314,g2,50,247,4,0.00017777778
asai 20230314,g2,50,249,12,0.00053333333
asai 20230314,g2,50,251,16,0.00071111111
